"destination_airport_name","source_airport_name","airline_ID","source_airport_ID","destination_airport_ID","capacity","airline_name","source_airport_country","destination_airport_country"
"Edward G. Pitka Sr Airport","Nulato Airport","16726","7111","3764",12,"Era Alaska","United States","United States"
"Edward G. Pitka Sr Airport","Fairbanks International Airport","55","3832","3764",12,"Astral Aviation","United States","United States"
"Edward G. Pitka Sr Airport","Kaltag Airport","16726","6717","3764",12,"Era Alaska","United States","United States"
"Edward G. Pitka Sr Airport","Ruby Airport","16726","6722","3764",12,"Era Alaska","United States","United States"
"Eek Airport","Bethel Airport","16726","3599","7093",7,"Era Alaska","United States","United States"
"Eek Airport","Quinhagak Airport","1173","7206","7093",7,"Airbus France","United States","United States"
"Eek Airport","Bethel Airport","1173","3599","7093",7,"Airbus France","United States","United States"
"Elfin Cove Seaplane Base","Pelican Seaplane Base","10912","7138","7136",8,"Alaska Seaplane Service","United States","United States"
"Elim Airport","Nome Airport","1472","3615","7184",8,"Bering Air","United States","United States"
"Elim Airport","Golovin Airport","1472","7185","7184",12,"Bering Air","United States","United States"
"Elim Airport","Koyuk Alfred Adams Airport","16726","7190","7184",6,"Era Alaska","United States","United States"
"Elim Airport","Nome Airport","16726","3615","7184",6,"Era Alaska","United States","United States"
"Elmira Corning Regional Airport","Orlando Sanford International Airport","35","4167","3946",179,"Allegiant Air","United States","United States"
"Emmonak Airport","Kotlik Airport","16726","7207","7087",7,"Era Alaska","United States","United States"
"Emmonak Airport","Alakanuk Airport","16726","7199","7087",7,"Era Alaska","United States","United States"
"Emmonak Airport","Bethel Airport","386","3599","7087",142,"Aero Flight","United States","United States"
"Fairbanks International Airport","Bettles Airport","55","3417","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Edward G. Pitka Sr Airport","16726","3764","3832",10,"Era Alaska","United States","United States"
"Fairbanks International Airport","Wiley Post Will Rogers Memorial Airport","439","3571","3832",142,"Alaska Airlines","United States","United States"
"Fairbanks International Airport","Fort Yukon Airport","55","3420","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Deadhorse Airport","16726","3620","3832",40,"Era Alaska","United States","United States"
"Fairbanks International Airport","Fort Yukon Airport","16726","3420","3832",10,"Era Alaska","United States","United States"
"Fairbanks International Airport","Allakaket Airport","55","6839","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Anaktuvuk Pass Airport","55","6712","3832",6,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Koyukuk Airport","55","7208","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Minchumina Airport","55","\N","3832",6,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Ruby Airport","55","6722","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Hughes Airport","55","7107","3832",12,"Astral Aviation","United States","United States"
"Fairbanks International Airport","Ruby Airport","16726","6722","3832",12,"Era Alaska","United States","United States"
"Falls International Airport","Brainerd Lakes Regional Airport","2009","6957","3535",70,"Delta Air Lines","United States","United States"
"False Pass Airport","Cold Bay Airport","386","3854","7202",142,"Aero Flight","United States","United States"
"Ford Airport","Rhinelander Oneida County Airport","2009","5765","6837",70,"Delta Air Lines","United States","United States"
"Fort Yukon Airport","Birch Creek Airport","55","7118","3420",12,"Astral Aviation","United States","United States"
"Fort Yukon Airport","Venetie Airport","55","7114","3420",12,"Astral Aviation","United States","United States"
"Fort Yukon Airport","Fairbanks International Airport","55","3832","3420",12,"Astral Aviation","United States","United States"
"Fort Yukon Airport","Fairbanks International Airport","16726","3832","3420",10,"Era Alaska","United States","United States"
"Four Corners Regional Airport","Show Low Regional Airport","2607","7078","3743",10,"Great Lakes Airlines","United States","United States"
"Four Corners Regional Airport","Show Low Regional Airport","2468","7078","3743",10,"Frontier Airlines","United States","United States"
"Four Corners Regional Airport","Denver International Airport","5209","3751","3743",10,"United Airlines","United States","United States"
"Four Corners Regional Airport","Show Low Regional Airport","5209","7078","3743",10,"United Airlines","United States","United States"
"Four Corners Regional Airport","Denver International Airport","2607","3751","3743",10,"Great Lakes Airlines","United States","United States"
"Four Corners Regional Airport","Denver International Airport","2468","3751","3743",10,"Frontier Airlines","United States","United States"
"Friday Harbor Airport","Orcas Island Airport","3123","7083","7082",12,"Kenmore Air","United States","United States"
"Friday Harbor Seaplane Base","Kenmore Air Harbor Seaplane Base","3123","6457","8174",8,"Kenmore Air","United States","United States"
"Gainesville Regional Airport","Miami International Airport","24","3576","3472",50,"American Airlines","United States","United States"
"Gainesville Regional Airport","Orlando","5209","3878","3472",37,"United Airlines","United States","United States"
"Gainesville Regional Airport","Orlando","20710","3878","3472",37,"Silver Airways (3M)","United States","United States"
"Gainesville Regional Airport","Miami International Airport","5265","3576","3472",50,"US Airways","United States","United States"
"Gallatin Field","Denver International Airport","2468","3751","4020",142,"Frontier Airlines","United States","United States"
"Gallatin Field","Denver International Airport","5209","3751","4020",149,"United Airlines","United States","United States"
"Gambell Airport","Nome Airport","16726","3615","6715",10,"Era Alaska","United States","United States"
"Gambell Airport","Savoonga Airport","16726","6724","6715",10,"Era Alaska","United States","United States"
"Gambell Airport","Savoonga Airport","1472","6724","6715",10,"Bering Air","United States","United States"
"Gambell Airport","Nome Airport","1472","3615","6715",10,"Bering Air","United States","United States"
"Glacier Park International Airport","Denver International Airport","5209","3751","4127",70,"United Airlines","United States","United States"
"Golovin Airport","Nome Airport","16726","3615","7185",6,"Era Alaska","United States","United States"
"Golovin Airport","White Mountain Airport","16726","7188","7185",6,"Era Alaska","United States","United States"
"Golovin Airport","Elim Airport","1472","7184","7185",8,"Bering Air","United States","United States"
"Golovin Airport","White Mountain Airport","1472","7188","7185",12,"Bering Air","United States","United States"
"Goodnews Airport","Bethel Airport","1173","3599","8202",7,"Airbus France","United States","United States"
"Grand Canyon National Park Airport","Page Municipal Airport","17519","4124","4219",7,"SENIC AIRLINES","United States","United States"
"Grand Canyon West Airport","Boulder City Municipal Airport","16625","6449","6448",15,"Papillon Grand Canyon Helicopters","United States","United States"
"Grand Canyon West Airport","Boulder City Municipal Airport","16625","6449","6448",15,"Papillon Grand Canyon Helicopters","United States","United States"
"Grand Forks International Airport","Orlando Sanford International Airport","35","4167","3442",179,"Allegiant Air","United States","United States"
"Grant County Airport","Phoenix Sky Harbor International Airport","2607","3462","6135",10,"Great Lakes Airlines","United States","United States"
"Grayling Airport","Shageluk Airport","16726","7090","7219",12,"Era Alaska","United States","United States"
"Grayling Airport","Anvik Airport","16726","6713","7219",12,"Era Alaska","United States","United States"
"Great Falls International Airport","Helena Regional Airport","439","3504","3880",78,"Alaska Airlines","United States","United States"
"Great Falls International Airport","Denver International Airport","5209","3751","3880",70,"United Airlines","United States","United States"
"Gunnison Crested Butte Regional Airport","Denver International Airport","5209","3751","7051",142,"United Airlines","United States","United States"
"Gustavus Airport","Juneau International Airport","10765","3492","5960",12,"SeaPort Airlines","United States","United States"
"Gustavus Airport","Juneau International Airport","10765","3492","5960",12,"SeaPort Airlines","United States","United States"
"Gustavus Airport","Hoonah Airport","10765","7142","5960",12,"SeaPort Airlines","United States","United States"
"Gustavus Airport","Juneau International Airport","10912","3492","5960",142,"Alaska Seaplane Service","United States","United States"
"Gustavus Airport","Juneau International Airport","10765","3492","5960",12,"SeaPort Airlines","United States","United States"
"Gustavus Airport","Juneau International Airport","10765","3492","5960",12,"SeaPort Airlines","United States","United States"
"Hagerstown Regional Richard A Henson Field","Orlando Sanford International Airport","35","4167","6739",142,"Allegiant Air","United States","United States"
"Haines Airport","Juneau International Airport","10912","3492","5963",12,"Alaska Seaplane Service","United States","United States"
"Haines Airport","Skagway Airport","10765","5961","5963",12,"SeaPort Airlines","United States","United States"
"Haines Airport","Juneau International Airport","10765","3492","5963",12,"SeaPort Airlines","United States","United States"
"Helena Regional Airport","Denver International Airport","5209","3751","3504",70,"United Airlines","United States","United States"
"Helena Regional Airport","Great Falls International Airport","439","3880","3504",78,"Alaska Airlines","United States","United States"
"Holy Cross Airport","Aniak Airport","16726","5967","5962",12,"Era Alaska","United States","United States"
"Holy Cross Airport","Anvik Airport","16726","6713","5962",12,"Era Alaska","United States","United States"
"Honolulu International Airport","Bellingham International Airport","439","3777","3728",142,"Alaska Airlines","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","2688","3484","3728",380,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","San Francisco International Airport","2688","3469","3728",380,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","Denver International Airport","5209","3751","3728",228,"United Airlines","United States","United States"
"Honolulu International Airport","Portland International Airport","2688","3720","3728",380,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","Phoenix Sky Harbor International Airport","5265","3462","3728",228,"US Airways","United States","United States"
"Honolulu International Airport","Molokai Airport","3437","3705","3728",7,"Maya Island Air","United States","United States"
"Honolulu International Airport","Melbourne International Airport","4089","3339","3728",380,"Qantas","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","5265","3484","3728",142,"US Airways","United States","United States"
"Honolulu International Airport","San Francisco International Airport","2009","3469","3728",280,"Delta Air Lines","United States","United States"
"Honolulu International Airport","San Francisco International Airport","137","3469","3728",280,"Air France","United States","United States"
"Honolulu International Airport","Sacramento International Airport","2688","3817","3728",350,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","San Francisco International Airport","3090","3469","3728",280,"KLM Royal Dutch Airlines","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","24","3484","3728",142,"American Airlines","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","439","3484","3728",280,"Alaska Airlines","United States","United States"
"Honolulu International Airport","Lanai Airport","2688","3851","3728",50,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","Phoenix Sky Harbor International Airport","2688","3462","3728",350,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","Phoenix Sky Harbor International Airport","24","3462","3728",142,"American Airlines","United States","United States"
"Honolulu International Airport","Molokai Airport","2688","3705","3728",50,"Hawaiian Airlines","United States","United States"
"Honolulu International Airport","Melbourne International Airport","3052","3339","3728",380,"Jetstar Airways","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","5209","3484","3728",375,"United Airlines","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","2009","3484","3728",280,"Delta Air Lines","United States","United States"
"Honolulu International Airport","Los Angeles International Airport","35","3484","3728",142,"Allegiant Air","United States","United States"
"Honolulu International Airport","Portland International Airport","439","3720","3728",142,"Alaska Airlines","United States","United States"
"Honolulu International Airport","Lanai Airport","8809","3851","3728",72,"Island Air (WP)","United States","United States"
"Honolulu International Airport","San Francisco International Airport","5209","3469","3728",375,"United Airlines","United States","United States"
"Honolulu International Airport","Kapalua Airport","3437","3796","3728",7,"Maya Island Air","United States","United States"
"Hoonah Airport","Juneau International Airport","10765","3492","7142",12,"SeaPort Airlines","United States","United States"
"Hoonah Airport","Juneau International Airport","10765","3492","7142",12,"SeaPort Airlines","United States","United States"
"Hoonah Airport","Juneau International Airport","10765","3492","7142",12,"SeaPort Airlines","United States","United States"
"Hoonah Airport","Juneau International Airport","10765","3492","7142",12,"SeaPort Airlines","United States","United States"
"Hoonah Airport","Juneau International Airport","10912","3492","7142",7,"Alaska Seaplane Service","United States","United States"
"Hoonah Airport","Gustavus Airport","10765","5960","7142",12,"SeaPort Airlines","United States","United States"
"Hooper Bay Airport","Chevak Airport","16726","5968","6716",7,"Era Alaska","United States","United States"
"Hooper Bay Airport","Bethel Airport","16726","3599","6716",7,"Era Alaska","United States","United States"
"Hughes Airport","Allakaket Airport","55","6839","7107",12,"Astral Aviation","United States","United States"
"Hughes Airport","Huslia Airport","55","7108","7107",12,"Astral Aviation","United States","United States"
"Huslia Airport","Kaltag Airport","55","6717","7108",12,"Astral Aviation","United States","United States"
"Huslia Airport","Edward G. Pitka Sr Airport","16726","3764","7108",12,"Era Alaska","United States","United States"
"Hydaburg Seaplane Base","Ketchikan International Airport","20963","3808","7148",8,"Atlantic Air Cargo","United States","United States"
"Idaho Falls Regional Airport","Denver International Airport","5209","3751","4100",70,"United Airlines","United States","United States"
"Igiugig Airport","Levelock Airport","386","7102","6763",142,"Aero Flight","United States","United States"
"Indianapolis International Airport","Phoenix Sky Harbor International Airport","5265","3462","3585",179,"US Airways","United States","United States"
"Indianapolis International Airport","Denver International Airport","2468","3751","3585",179,"Frontier Airlines","United States","United States"
"Indianapolis International Airport","Orlando","2009","3878","3585",90,"Delta Air Lines","United States","United States"
"Indianapolis International Airport","Los Angeles International Airport","5265","3484","3585",189,"US Airways","United States","United States"
"Indianapolis International Airport","Phoenix Sky Harbor International Airport","4547","3462","3585",146,"Southwest Airlines","United States","United States"
"Indianapolis International Airport","Denver International Airport","5209","3751","3585",142,"United Airlines","United States","United States"
"Indianapolis International Airport","Denver International Airport","1316","3751","3585",142,"AirTran Airways","United States","United States"
"Indianapolis International Airport","Los Angeles International Airport","2009","3484","3585",179,"Delta Air Lines","United States","United States"
"Indianapolis International Airport","Denver International Airport","4547","3751","3585",146,"Southwest Airlines","United States","United States"
"Indianapolis International Airport","Orlando","1316","3878","3585",124,"AirTran Airways","United States","United States"
"Indianapolis International Airport","Orlando","4547","3878","3585",146,"Southwest Airlines","United States","United States"
"Indianapolis International Airport","Miami International Airport","24","3576","3585",50,"American Airlines","United States","United States"
"Indianapolis International Airport","San Francisco International Airport","5209","3469","3585",142,"United Airlines","United States","United States"
"Indianapolis International Airport","Los Angeles International Airport","439","3484","3585",189,"Alaska Airlines","United States","United States"
"Indianapolis International Airport","Phoenix Sky Harbor International Airport","24","3462","3585",179,"American Airlines","United States","United States"
"Indianapolis International Airport","Miami International Airport","5265","3576","3585",50,"US Airways","United States","United States"
"Indianapolis International Airport","La Guardia Airport","2009","3697","3585",142,"Delta Air Lines","United States","United States"
"Indianapolis International Airport","Los Angeles International Airport","24","3484","3585",189,"American Airlines","United States","United States"
"Jack Mc Namara Field Airport","San Francisco International Airport","5209","3469","5727",32,"United Airlines","United States","United States"
"John Murtha Johnstown Cambria County Airport","Altoona Blair County Airport","5209","3694","4169",37,"United Airlines","United States","United States"
"Juneau International Airport","Hoonah Airport","10765","7142","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Skagway Airport","10912","5961","3492",12,"Alaska Seaplane Service","United States","United States"
"Juneau International Airport","Haines Airport","10912","5963","3492",7,"Alaska Seaplane Service","United States","United States"
"Juneau International Airport","Ketchikan International Airport","439","3808","3492",188,"Alaska Airlines","United States","United States"
"Juneau International Airport","Skagway Airport","10765","5961","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Yakutat Airport","439","6803","3492",142,"Alaska Airlines","United States","United States"
"Juneau International Airport","Haines Airport","10765","5963","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Gustavus Airport","10765","5960","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Hoonah Airport","10765","7142","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Haines Airport","10765","5963","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Tenakee Seaplane Base","10912","7137","3492",8,"Alaska Seaplane Service","United States","United States"
"Juneau International Airport","Skagway Airport","10765","5961","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Sitka Rocky Gutierrez Airport","439","3856","3492",188,"Alaska Airlines","United States","United States"
"Juneau International Airport","Haines Airport","10765","5963","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Sitka Rocky Gutierrez Airport","3090","3856","3492",189,"KLM Royal Dutch Airlines","United States","United States"
"Juneau International Airport","Haines Airport","10765","5963","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Gustavus Airport","10912","5960","3492",142,"Alaska Seaplane Service","United States","United States"
"Juneau International Airport","Hoonah Airport","10912","7142","3492",7,"Alaska Seaplane Service","United States","United States"
"Juneau International Airport","Hoonah Airport","10765","7142","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Hoonah Airport","10765","7142","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Skagway Airport","10765","5961","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Petersburg James A Johnson Airport","439","4147","3492",142,"Alaska Airlines","United States","United States"
"Juneau International Airport","Skagway Airport","10765","5961","3492",12,"SeaPort Airlines","United States","United States"
"Juneau International Airport","Ketchikan International Airport","24","3808","3492",188,"American Airlines","United States","United States"
"Juneau International Airport","Elfin Cove Seaplane Base","10912","7136","3492",8,"Alaska Seaplane Service","United States","United States"
"Kalskag Airport","Bethel Airport","16726","3599","5964",12,"Era Alaska","United States","United States"
"Kalskag Airport","Aniak Airport","16726","5967","5964",12,"Era Alaska","United States","United States"
"Kalskag Airport","Russian Mission Airport","16726","7098","5964",7,"Era Alaska","United States","United States"
"Kaltag Airport","Edward G. Pitka Sr Airport","55","3764","6717",12,"Astral Aviation","United States","United States"
"Kaltag Airport","Nulato Airport","16726","7111","6717",12,"Era Alaska","United States","United States"
"Kaltag Airport","Edward G. Pitka Sr Airport","16726","3764","6717",12,"Era Alaska","United States","United States"
"Kapalua Airport","Honolulu International Airport","3437","3728","3796",7,"Maya Island Air","United States","United States"
"Karluk Airport","Larsen Bay Airport","146","7162","7161",10,"Air Salone","United States","United States"
"Kasigluk Airport","Atmautluak Airport","1173","4385","7094",7,"Airbus France","United States","United States"
"Kasigluk Airport","Atmautluak Airport","1173","4385","7094",7,"Airbus France","United States","United States"
"Kasigluk Airport","Atmautluak Airport","1173","4385","7094",7,"Airbus France","United States","United States"
"Kasigluk Airport","Bethel Airport","16726","3599","7094",7,"Era Alaska","United States","United States"
"Kasigluk Airport","Atmautluak Airport","1173","4385","7094",7,"Airbus France","United States","United States"
"Kenmore Air Harbor Seaplane Base","Friday Harbor Seaplane Base","3123","8174","6457",8,"Kenmore Air","United States","United States"
"Ketchikan International Airport","Craig Seaplane Base","16262","7144","3808",8,"Fly Colombia ( Interliging Flights )","United States","United States"
"Ketchikan International Airport","Juneau International Airport","3090","3492","3808",189,"KLM Royal Dutch Airlines","United States","United States"
"Ketchikan International Airport","Hydaburg Seaplane Base","20963","7148","3808",8,"Atlantic Air Cargo","United States","United States"
"Ketchikan International Airport","Metlakatla Seaplane Base","20963","7146","3808",8,"Atlantic Air Cargo","United States","United States"
"Ketchikan International Airport","Craig Seaplane Base","1266","7144","3808",8,"Avient Aviation","United States","United States"
"Ketchikan International Airport","Sitka Rocky Gutierrez Airport","439","3856","3808",188,"Alaska Airlines","United States","United States"
"Ketchikan International Airport","Metlakatla Seaplane Base","1266","7146","3808",8,"Avient Aviation","United States","United States"
"Ketchikan International Airport","Klawock Airport","20963","7205","3808",8,"Atlantic Air Cargo","United States","United States"
"Ketchikan International Airport","Juneau International Airport","439","3492","3808",188,"Alaska Airlines","United States","United States"
"Ketchikan International Airport","Metlakatla Seaplane Base","16262","7146","3808",8,"Fly Colombia ( Interliging Flights )","United States","United States"
"Ketchikan International Airport","Wrangell Airport","439","5969","3808",142,"Alaska Airlines","United States","United States"
"Ketchikan International Airport","Port Protection Seaplane Base","20963","7151","3808",8,"Atlantic Air Cargo","United States","United States"
"Ketchikan International Airport","Klawock Airport","19944","7205","3808",7,"International AirLink","United States","United States"
"Ketchikan International Airport","Juneau International Airport","24","3492","3808",189,"American Airlines","United States","United States"
"Ketchikan International Airport","Thorne Bay Seaplane Base","16262","7147","3808",8,"Fly Colombia ( Interliging Flights )","United States","United States"
"Key West International Airport","Orlando","4547","3878","3875",142,"Southwest Airlines","United States","United States"
"Key West International Airport","Miami International Airport","5265","3576","3875",37,"US Airways","United States","United States"
"Key West International Airport","Miami International Airport","24","3576","3875",37,"American Airlines","United States","United States"
"Key West International Airport","La Guardia Airport","2009","3697","3875",142,"Delta Air Lines","United States","United States"
"King Cove Airport","Cold Bay Airport","386","3854","6765",142,"Aero Flight","United States","United States"
"King Salmon Airport","Igiugig Airport","386","6763","3794",142,"Aero Flight","United States","United States"
"King Salmon Airport","Port Heiden Airport","386","6766","3794",142,"Aero Flight","United States","United States"
"King Salmon Airport","Perryville Airport","386","7157","3794",142,"Aero Flight","United States","United States"
"King Salmon Airport","Egegik Airport","386","7154","3794",142,"Aero Flight","United States","United States"
"King Salmon Airport","Dillingham Airport","386","3460","3794",142,"Aero Flight","United States","United States"
"Kingman Airport","Los Angeles International Airport","5209","3484","6132",10,"United Airlines","United States","United States"
"Kingman Airport","Los Angeles International Airport","2468","3484","6132",10,"Frontier Airlines","United States","United States"
"Kingman Airport","Los Angeles International Airport","2607","3484","6132",10,"Great Lakes Airlines","United States","United States"
"Kingman Airport","Page Municipal Airport","2607","4124","6132",10,"Great Lakes Airlines","United States","United States"
"Kipnuk Airport","Kwigillingok Airport","16726","7096","7201",7,"Era Alaska","United States","United States"
"Kipnuk Airport","Bethel Airport","1173","3599","7201",7,"Airbus France","United States","United States"
"Kipnuk Airport","Chefornak Airport","16726","6960","7201",7,"Era Alaska","United States","United States"
"Kitoi Bay Seaplane Base","Kodiak Airport","146","3531","7168",10,"Air Salone","United States","United States"
"Kivalina Airport","Noatak Airport","16726","6725","6719",12,"Era Alaska","United States","United States"
"Kivalina Airport","Noatak Airport","1472","6725","6719",12,"Bering Air","United States","United States"
"Kivalina Airport","Ralph Wien Memorial Airport","1472","3693","6719",12,"Bering Air","United States","United States"
"Klawock Airport","Craig Seaplane Base","20963","7144","7205",8,"Atlantic Air Cargo","United States","United States"
"Klawock Airport","Ketchikan International Airport","19944","3808","7205",7,"International AirLink","United States","United States"
"Klawock Airport","Craig Seaplane Base","1266","7144","7205",8,"Avient Aviation","United States","United States"
"Kobuk Airport","Shungnak Airport","16726","7117","7180",12,"Era Alaska","United States","United States"
"Kobuk Airport","Shungnak Airport","1472","7117","7180",12,"Bering Air","United States","United States"
"Kodiak Airport","Ouzinkie Airport","1109","7164","3531",7,"Astair","United States","United States"
"Kodiak Airport","Akhiok Airport","1109","7160","3531",7,"Astair","United States","United States"
"Kodiak Airport","Old Harbor Airport","1109","7163","3531",7,"Astair","United States","United States"
"Kodiak Airport","Port Lions Airport","1109","7165","3531",7,"Astair","United States","United States"
"Kongiganak Airport","Kwigillingok Airport","16726","7096","7213",7,"Era Alaska","United States","United States"
"Kongiganak Airport","Bethel Airport","16726","3599","7213",7,"Era Alaska","United States","United States"
"Kongiganak Airport","Tuntutuliak Airport","1173","7099","7213",7,"Airbus France","United States","United States"
"Kotlik Airport","Stebbins Airport","16726","7193","7207",12,"Era Alaska","United States","United States"
"Kotlik Airport","Emmonak Airport","16726","7087","7207",7,"Era Alaska","United States","United States"
"Kotlik Airport","Emmonak Airport","386","7087","7207",142,"Aero Flight","United States","United States"
"Kotlik Airport","St Mary's Airport","16726","6718","7207",7,"Era Alaska","United States","United States"
"Koyuk Alfred Adams Airport","Elim Airport","16726","7184","7190",6,"Era Alaska","United States","United States"
"Koyuk Alfred Adams Airport","Elim Airport","1472","7184","7190",12,"Bering Air","United States","United States"
"Koyuk Alfred Adams Airport","Shaktoolik Airport","16726","7192","7190",12,"Era Alaska","United States","United States"
"Koyuk Alfred Adams Airport","Shaktoolik Airport","1472","7192","7190",12,"Bering Air","United States","United States"
"Koyuk Alfred Adams Airport","Nome Airport","1472","3615","7190",12,"Bering Air","United States","United States"
"Koyukuk Airport","Nulato Airport","55","7111","7208",12,"Astral Aviation","United States","United States"
"Koyukuk Airport","Huslia Airport","16726","7108","7208",12,"Era Alaska","United States","United States"
"Kwethluk Airport","Bethel Airport","16726","3599","7095",7,"Era Alaska","United States","United States"
"Kwethluk Airport","Akiachak Airport","16726","9742","7095",7,"Era Alaska","United States","United States"
"Kwethluk Airport","Bethel Airport","1173","3599","7095",7,"Airbus France","United States","United States"
"Kwigillingok Airport","Bethel Airport","16726","3599","7096",7,"Era Alaska","United States","United States"
"Kwigillingok Airport","Kongiganak Airport","1173","7213","7096",7,"Airbus France","United States","United States"
"Kwigillingok Airport","Kongiganak Airport","16726","7213","7096",7,"Era Alaska","United States","United States"
"La Guardia Airport","Orlando","2009","3878","3697",189,"Delta Air Lines","United States","United States"
"La Guardia Airport","Norfolk International Airport","2009","3611","3697",74,"Delta Air Lines","United States","United States"
"La Guardia Airport","Charlottesville Albemarle Airport","24","4015","3697",37,"American Airlines","United States","United States"
"La Guardia Airport","Charlottesville Albemarle Airport","5265","4015","3697",37,"US Airways","United States","United States"
"La Guardia Airport","Orlando","3029","3878","3697",179,"JetBlue Airways","United States","United States"
"La Guardia Airport","Miami International Airport","2009","3576","3697",189,"Delta Air Lines","United States","United States"
"La Guardia Airport","Denver International Airport","5209","3751","3697",228,"United Airlines","United States","United States"
"La Guardia Airport","Northwest Arkansas Regional Airport","24","4356","3697",74,"American Airlines","United States","United States"
"La Guardia Airport","Wilmington International Airport","5265","3845","3697",37,"US Airways","United States","United States"
"La Guardia Airport","Denver International Airport","2468","3751","3697",179,"Frontier Airlines","United States","United States"
"La Guardia Airport","Charlottesville Albemarle Airport","2009","4015","3697",74,"Delta Air Lines","United States","United States"
"La Guardia Airport","Denver International Airport","2009","3751","3697",179,"Delta Air Lines","United States","United States"
"La Guardia Airport","Miami International Airport","5265","3576","3697",189,"US Airways","United States","United States"
"La Guardia Airport","Denver International Airport","4547","3751","3697",142,"Southwest Airlines","United States","United States"
"La Guardia Airport","Indianapolis International Airport","2009","3585","3697",74,"Delta Air Lines","United States","United States"
"La Guardia Airport","Wilmington International Airport","24","3845","3697",37,"American Airlines","United States","United States"
"La Guardia Airport","Northwest Arkansas Regional Airport","5265","4356","3697",74,"US Airways","United States","United States"
"La Guardia Airport","Wilmington International Airport","2009","3845","3697",142,"Delta Air Lines","United States","United States"
"La Guardia Airport","Norfolk International Airport","24","3611","3697",37,"American Airlines","United States","United States"
"La Guardia Airport","Norfolk International Airport","5265","3611","3697",37,"US Airways","United States","United States"
"La Guardia Airport","Key West International Airport","2009","3875","3697",142,"Delta Air Lines","United States","United States"
"La Guardia Airport","Miami International Airport","24","3576","3697",189,"American Airlines","United States","United States"
"Lanai Airport","Honolulu International Airport","2688","3728","3851",50,"Hawaiian Airlines","United States","United States"
"Lanai Airport","Honolulu International Airport","8809","3728","3851",72,"Island Air (WP)","United States","United States"
"Laramie Regional Airport","Denver International Airport","5209","3751","5746",32,"United Airlines","United States","United States"
"Larsen Bay Airport","Kodiak Airport","146","3531","7162",10,"Air Salone","United States","United States"
"Lebanon Municipal Airport","Westchester County Airport","1629","3589","5749",7,"Cape Air","United States","United States"
"Levelock Airport","King Salmon Airport","386","3794","7102",142,"Aero Flight","United States","United States"
"Lewiston Nez Perce County Airport","Pullman Moscow Regional Airport","439","3944","3945",78,"Alaska Airlines","United States","United States"
"Liberal Mid-America Regional Airport","Dodge City Regional Airport","2607","5733","4341",10,"Great Lakes Airlines","United States","United States"
"Liberal Mid-America Regional Airport","Denver International Airport","2607","3751","4341",19,"Great Lakes Airlines","United States","United States"
"Liberal Mid-America Regional Airport","Dodge City Regional Airport","5209","5733","4341",10,"United Airlines","United States","United States"
"Liberal Mid-America Regional Airport","Dodge City Regional Airport","2468","5733","4341",10,"Frontier Airlines","United States","United States"
"Long Beach","Portland International Airport","24","3720","3582",74,"American Airlines","United States","United States"
"Long Beach","Portland International Airport","439","3720","3582",74,"Alaska Airlines","United States","United States"
"Long Beach","Phoenix Sky Harbor International Airport","5265","3462","3582",142,"US Airways","United States","United States"
"Long Beach","Sacramento International Airport","3029","3817","3582",179,"JetBlue Airways","United States","United States"
"Long Beach","Phoenix Sky Harbor International Airport","24","3462","3582",142,"American Airlines","United States","United States"
"Long Beach","Portland International Airport","3029","3720","3582",179,"JetBlue Airways","United States","United States"
"Long Beach","Austin Bergstrom International Airport","3029","3673","3582",179,"JetBlue Airways","United States","United States"
